ID,Label,Statement,Subject,Speaker,Speaker Job Title,State,Political Party Affiliation,True Count,False Count,Context
12043,false,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.,"climate-change,environment",hillary-clinton,Presidential candidate,New York,democrat,76,76,in the Democratic debate in Florida
12124,true,80 percent of the American people havent gotten a pay raise since the crash.,jobs,bill-clinton,former president,Arkansas,democrat,11,9,a campaign rally for Hillary Clinton
4146,true,[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,transportation,mike-bodker,"Mayor, Johns Creek",,republican,0,0,a newspaper article
11130,false,"Says his political opponents brought 100,000 protesters into our state.","government-regulation,job-accomplishments,labor,state-budget,unions,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican,40,78,an interview
5752,true,Says opponent Ted Cruz has not led businesses.,candidates-biography,tom-leppert,Businessman,Texas,republican,1,1,"a Republican US Senate debate at WFAA-TV, Channel 8, in Dallas."
13253,false,"New York State has been horribly, horribly hurt by NAFTA",trade,donald-trump,President-Elect,New York,republican,37,238,an interview on Live From the State Capitol
12553,true,"Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.","crime,government-regulation,guns,public-safety,market-regulation,terrorism",cory-booker,U.S. senator,New Jersey,democrat,8,4,an interview on MSNBC
5879,false,Says that Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.,"economy,jobs,poverty,wealth",national-republican-congressional-committee,,,republican,5,35,an email statement
4724,false,Says tanking Rick Perrys federal tax plan has huge tax cuts for rich people and big tax hikes for everyone else.,"pundits,taxes",rachel-maddow,MSNBC host,,none,6,13,a TV commentary.
2937,true,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,"criminal-justice,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,18,20,a gathering with reporters
10453,false,The Super Bowl has one of the highest levels of human sex trafficking activity of any event in the country.,"crime,sports",john-cornyn,Senator,Texas,republican,2,9,a press conference
9247,true,95 percent of the income gains in the last few years have gone to the top 1 percent.,"income,jobs",neera-tanden,President of the Center for American Progress,,newsmaker,1,0,"comments on NBC's ""Meet the Press"""
9372,false,"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not.",federal-budget,sarah-palin,,Alaska,republican,6,34,a Facebook post
8781,false,"The average rate of fraud in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs is 20 to 25 percent.","crime,federal-budget,government-efficiency,medicaid,medicare,taxes,welfare",ron-johnson,,Wisconsin,republican,10,21,a speech
119,true,"""With the resources it takes to execute just over three months of the Iraq war, we could fully fund the expansion of health care for needy children that Bush vetoed.""",health-care,chris-dodd,U.S. senator,Connecticut,democrat,3,0,
9824,false,I was able to go and buy an automatic weapon Most people can go out and buy an automatic weapon.,guns,don-lemon,CNN anchor,Georgia,journalist,1,1,a live broadcast on CNN
3070,false,Says 2010 was the worst year ever for Americas doctors reimbursed by Medicare.,health-care,michael-burgess,U.S. House member,Texas,republican,0,2,an interview.
8076,false,"U.S. Department of Homeland Security has told banks -- in writing -- it may inspect safe deposit boxes without warrant and seize any gold, silver, guns or other valuables it finds inside those boxes!",homeland-security,chain-email,,,none,5,159,an email
4122,false,Says $500 billion in Medicare cuts are coming.,medicare,lois-kolkhorst,Businesswoman,Texas,republican,0,1,House floor remarks.
1630,true,"""The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.""",health-care,tom-coburn,U.S. Senator,Oklahoma,republican,2,5,comments to reporters
183,false,"""John wasn't this raging populist four years ago"" when he ran for president.",job-accomplishments,barack-obama,President,Illinois,democrat,163,150,"Chariton, Iowa"
11977,false,We (Trump University)have an A from the Better Business Bureau.,"candidates-biography,corrections-and-updates,education",donald-trump,President-Elect,New York,republican,37,238,"comments on ""Meet the Press"""
5860,true,Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,"city-government,government-regulation,housing,infrastructure,message-machine-2012",jefferson-smith,state representative,Oregon,democrat,4,2,a debate
3858,true,Oil companies are able to sell oil that costs no more to produce today than it did one year ago.,"energy,gas-prices",jeff-merkley,U.S. Senator,Oregon,democrat,6,1,a speech on the Senate floor
6744,false,Says the number-one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.,immigration,rob-andrews,Congressman,New Jersey,democrat,0,1,an interview with Townsquare Media New Jersey
1678,true,"""President Obama himself attempted to filibuster Justice Alito, who now sits on the Supreme Court.""","supreme-court,abc-news-week",jon-kyl,U.S. Senator,Arizona,republican,3,2,"in an interview on ABC News' ""This Week"""
3268,false,Our children do not spend any time in school learning about our own U.S. Constitution.,education,dan-flynn,State Representative,Texas,republican,0,2,a column
10725,false,U.S. police killed more people in just one month than the U.K.s did in over a century.,guns,addicting-information,,,democrat,0,1,an infographic on the Addicting Info website
9618,true,Alaska Sens. Lisa Murkowski and Mark Begich vote as much as 80 percent of the time together.,"bipartisanship,voting-record",mark-begich,Senator,Alaska,democrat,2,1,a radio ad
501,true,"""I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.""",candidates-biography,barack-obama,President,Illinois,democrat,163,150,"a speech in Las Cruces, N.M."
11570,false,"We now know these firms areunwilling to put up any private money, for Californias high-speed rail project.","state-finances,transportation",jim-patterson,state assemblyman,California,republican,0,1,a news article
11872,true,There really isnt any kind of foreign policy network that is supporting and advising Sen. Sanders.,foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,76,76,comments on Meet the Press
746,true,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",taxes,barack-obama,President,Illinois,democrat,163,150,"Oxford, Miss."
10246,false,"In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.","children,economy,families,federal-budget,government-efficiency,health-care,housing,human-rights,hunger,income,medicaid,poverty,public-health,state-budget,state-finances,taxes,urban,veterans,welfare,women",anne-nolan,"president, Crossroads Rhode Island",Rhode Island,activist,1,1,a Journal commentary
8489,false,"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.","education,state-budget,taxes",ken-cuccinelli,Attorney General,Virginia,republican,2,12,a debate.
9499,false,"Says President Barack Obama said when we got bin Laden, terrorism problem solved.",terrorism,dick-cheney,,,republican,2,10,"an interview on ABC's ""This Week"""
3100,true,Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.,"health-care,job-accomplishments",lee-holloway,"Chairman, Milwaukee County Boaerd of Supervisors",Wisconsin,none,1,4,a meeting with Journal Sentinel reporters and editors
1627,false,The bill also provides full federal funding for abortions,"abortion,health-care",john-carter,U.S. House of Representatives,Texas,republican,2,5,a press release
2364,true,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,"campaign-finance,workers",larry-gonzales,,Texas,republican,0,0,an e-mail to supporters
5018,false,No federal official at any level is currently allowed to say Merry Christmas.,religion,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,10,42,"a campaign event in Davenport, Iowa"
7347,true,Says Gov. John Kasich can remove the president of the State Board of Education.,"education,guns",chris-redfern,Chairman of the  Ohio Democratic Party,Ohio,democrat,4,0,a press statement
3028,false,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.","bipartisanship,congressional-rules",steny-hoyer,House Majority Leader,Maryland,democrat,4,1,a news release
11358,true,Twenty-six men named William have been elected to statewide office and only seven women have had the honor.,"elections,women",ruths-list-florida,,,organization,1,0,an email to voters
9420,true,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.","education,federal-budget,financial-regulation",pete-gallego,Former legislator and U.S. House member,Texas,democrat,2,2,an email blast
10439,true,"Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned.",guns,virginia-house-democratic-caucus,,,democrat,1,0,
5289,false,Gov. Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $5 a day.,"medicaid,religion,retirement",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,10,42,"a speech in Tampa, Fla."
787,true,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",health-care,barack-obama,President,Illinois,democrat,163,150,"a debate in Nashville, Tenn."
1779,true,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""","education,gays-and-lesbians,kagan-nomination,military,supreme-court",john-barrasso,Senator,Wyoming,republican,0,1,an interview on Fox News
9579,true,We cut property taxes for seniors and our middle class.,taxes,charlie-crist,,Florida,democrat,19,26,campaign commercial
1629,false,"""Marco Rubio thinks that government shouldn't be in the health care business at all.""",health-care,kendrick-meek,,Florida,democrat,4,9,campaign website
1564,false,George W. Bush was the least popular president in modern history.,"bush-administration,job-accomplishments,pundits",dana-milbank,Columnist for the Washington Post,"Washington, D.C.",none,1,2,a column in the Washington Post
1817,true,"""Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.""",candidates-biography,kendrick-meek,,Florida,democrat,4,9,a campaign website
5355,true,"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",education,ben-cannon,Education Adviser,Oregon,democrat,0,0,a Portland Monthly article.
8125,true,Half of all adults have a pre-existing condition that could affecttheir health care coverage.,health-care,jan-schakowsky,Representative of 9th District of Illinois,Illinois,democrat,1,0,an interview with MSNBC
4419,true,"Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.","housing,terrorism",michael-bloomberg,,New York,independent,3,2,a speech in Lower Manhattan
1341,false,"""I have never voted for a tax increase.""","florida,taxes",marco-rubio,U.S. Senator,Florida,republican,35,62,his campaign Web site
6475,true,Says Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.,"federal-budget,health-care,medicare",barack-obama,President,Illinois,democrat,163,150,remarks at a campaign event
7179,false,"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.","economy,families,federal-budget,income,taxes",barack-obama,President,Illinois,democrat,163,150,a report
3865,true,"Virginia is headed towards another surplus this year, unlike most states.","state-budget,taxes",bob-mcdonnell,Governor,Virginia,republican,6,14,a TV interview.
8779,false,"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.","drugs,marijuana",facebook-posts,Social media posting,,none,11,68,a graphic on the Internet
1167,true,"We waterboard, incidentally, hundreds of our own military personnel. They waterboard themselves in training to toughen themselves up.",military,duncan-hunter,U.S. representative,California,republican,2,1,an interview on MSNBC
12683,true,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,immigration,gary-johnson,Presidential candidate,New Mexico,libertarian,6,5,an interview on CNN
12930,false,Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner.,campaign-finance,michael-madigan,Speaker of the House,Illinois,democrat,1,1,a press release
6556,true,Mitt Romney gave away his fathers inheritance.,"candidates-biography,wealth",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,3,15,a TV interview
10122,false,Says Charlie Crist could have expanded Medicaid after the health care law passed but didnt.,"florida,health-care,medicaid",rick-scott,Governor,Florida,republican,34,58,a gubernatorial debate in Jacksonville
4443,true,The U.S. military is in 130 countries. We have 900 bases around the world.,"federal-budget,foreign-policy,military",ron-paul,U.S. representative,Texas,republican,8,16,a Republican presidential debate in Tampa
8538,false,They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,health-care,scott-brown,,New Hampshire,republican,3,5,a Fox News interview
1076,true,"""Californians consume 40 percent less energy per person than the national average""","energy,environment",barack-obama,President,Illinois,democrat,163,150,a speech at the White House.
8985,true,Says the U.S. Supreme Court found that Social Security is not guaranteed.,social-security,david-jolly,,Florida,republican,1,4,a Congressional campaign debate
7283,false,Says Texas will be majority Hispanic in six years.,population,george-p-bush,"Vice president, Charter Holdings real estate investment partnership",Texas,republican,1,2,an interview with The Associated Press.
12201,false,Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,education,david-jolly,,Florida,republican,1,4,a statement on his campaign website
1951,true,Georgia has more illegal aliens than the state of Arizona.,immigration,jeff-chapman,,Georgia,republican,0,0,Jekyll Island gubernatorial debate
3150,true,The U.S. loses more on tax breaks than it collects in personal income taxes.,"deficit,federal-budget,taxes",mark-warner,U.S. Senator,Virginia,democrat,3,4,a TV interview.
9816,true,The United States is the only industrialized country that does not guarantee paid time off to care for a new child.,"families,women,workers",don-beyer,8th District congressional candidate,Virginia,democrat,3,3,a web post.
10645,false,Recent solar energy policies in Georgia have resulted in rate hikes and did not result in solar becoming any more economically viable.,energy,americans-prosperity-florida,advocacy group,Florida,none,0,3,a news release
13257,false,Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.,"medicare,social-security",katherine-cloonen,State Representative,Illinois,democrat,0,1,a campaign ad
7861,true,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,"city-government,corrections-and-updates",derek-ryan,Political consultant,Texas,republican,0,0,a tweet
8094,true,"This year, were off to our best private-sector jobs growth since 1999.","economy,jobs",barack-obama,President,Illinois,democrat,163,150,"a speech in Chattanooga, Tenn."
4020,false,Only the State of New York spends more money on Medicaid than the State of New Jersey.,"health-care,state-budget",chris-christie,Governor of New Jersey,New Jersey,republican,19,35,a television interview on On the Line
6726,false,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",taxes,mitt-romney,Former governor,Massachusetts,republican,33,85,a surreptitiously recorded speech to donors at a fundraiser
4054,false,Says U.S. House opponent Michael Williams does not live in and has never voted in the congressional district hes seeking to represent.,"candidates-biography,elections",roger-williams,Businessman,Texas,republican,0,6,at a campaign stop.
10207,true,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,"education,public-safety",sloan-roach,Spokeswoman for Gwinnett County Schools,,none,0,0,a television interview
3204,false,Massachusetts public schools teach kids as young as kindergartners about gay marriage.,"families,gays-and-lesbians,marriage,religion",national-organization-marriage,Nonprofit organization,Rhode Island,organization,0,2,a mailing to Rhode Island voters
9648,true,Weve recovered (from the recession) faster and come farther than almost any other advanced country on Earth.,economy,barack-obama,President,Illinois,democrat,163,150,a speech in Delaware
5439,true,Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.,message-machine-2012,mitt-romney,Former governor,Massachusetts,republican,33,85,"Feb. 23, 2012, in a campaign ad"
6048,true,"It took us four years to balance the budget. Then I gave you four surplus budgets for the first time in more than 70 years, paid $600 billion down on the national debt.","deficit,federal-budget",bill-clinton,former president,Arkansas,democrat,11,9,a video posted on YouTube
9195,false,Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you cannot deprive individual citizens of that right based on their sexual orientation.,"civil-rights,gays-and-lesbians,legal-issues,marriage",david-boies,"Chairman, Boies, Schiller & Flexner LLP",New York,democrat,0,1,the Civil Rights Summit at the Lyndon B. Johnson Presidential Library
5994,false,"A government analysis shows under a proposed transportation tax, metro Atlanta will create or support an additional 200,000 new jobs, including jobs that are maintained year over year.",transportation,citizens-transportation-mobility,,Georgia,none,1,1,in an advertisement
4173,false,On campaign contributions from electric utilities.,"campaign-finance,energy",ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,0,4,a news conference.
5729,false,"Says abortion doctors are flying into this state, performing abortions and flying out.","abortion,health-care,public-health",matthew-hill,State Representative,Tennessee,republican,0,1,a debate on the state House floor.
377,true,"""Could I just point out that ... I seem to get the first question all the time?""",elections,hillary-clinton,Presidential candidate,New York,democrat,76,76,a debate in Cleveland
7370,true,"Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.","congress,women",jeff-merkley,U.S. Senator,Oregon,democrat,6,1,a press call
2511,false,Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,"candidates-biography,consumer-safety,message-machine",back-basics,,Texas,democrat,1,2,a TV ad
3986,false,Multnomah Countys food action plan clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.,"county-government,government-regulation",roxanne-ross,blogger,Oregon,none,0,1,an online posting
12835,false,Says Barack Obama said black males are two times more likely to be shot by a law enforcement officer than white males and that is a lie because there is no data.,"crime,criminal-justice,guns,population",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,1,8,an interview
1859,false,Handel endorsed gay adoption in 2003 when she was running for chairwoman of the Fulton County Commission.,gays-and-lesbians,nathan-deal,,,republican,11,14,in a statement published in the Rome News Tribune.
9533,true,U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,federal-budget,david-perdue,U.S. Senate candidate,Georgia,republican,5,7,In a Twitter post
3834,false,"The Medicare proposal by Rep. Paul Ryan, R-Wis., would allow insurance companies to deny you coverage and drop you for pre-existing conditions.","corrections-and-updates,federal-budget,health-care,medicare",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,15,19,"an interview on CBS' ""Face the Nation"""
12769,true,"Says Trump shirts are made in Bangladesh, Trump suits in Mexico, Trump Vodka in the Netherlands, Trump crystal barware in Slovenia and his cufflinks and ties in China.","candidates-biography,corrections-and-updates,jobs",funny-or-die,,,none,1,0,a video shown at the Democratic National Convention
6486,false,Claims Joe Biden said coal is more dangerous than terrorists.,"economy,energy,environment,jobs",mitt-romney,Former governor,Massachusetts,republican,33,85,a campaign speech
2235,true,"Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.","economy,education,abc-news-week",laura-tyson,Professor at the Haas School of Business at the University of California (Berkeley),California,democrat,1,0,"an interview on ABC's ""This Week with Christiane Amanpour''"
13284,false,"During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. (He) promises to protect those rights, but thats not what his record shows.",guns,ron-johnson,,Wisconsin,republican,10,21,a TV ad
51,true,"""Currently, we're at 36 percent of our children born out of wedlock.""",families,sam-brownback,U.S. senator,Kansas,republican,0,2,"a debate in Durham, N.H."
4868,true,"Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts",elections,one-wisconsin-now,,Wisconsin,organization,1,3,a website alert
8309,true,"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.","abortion,taxes",oregon-2014,,Oregon,organization,0,0,online campaign materials
1715,true,"""By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.""","elections,state-budget",bill-white,Former mayor of Houston,Texas,democrat,7,8,a press release
10498,false,"Mercury is used in vaccines, and there is no safe level of mercury.",public-health,mike-adams,,,none,0,1,a story making the rounds on social media
2495,true,"Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.",federal-budget,jim-huffman,Lewis & Clark Law School professor,Oregon,republican,1,1,a press release
10703,true,Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.,"foreign-policy,nuclear",barack-obama,President,Illinois,democrat,163,150,an interview with the 'New York Times.'
9941,false,"In 2011, (the Islamic State) attempted to attack Fort Knox.",terrorism,peter-king,U.S. House of Representatives,New York,republican,2,2,"an interview on ""Fox News Sunday"""
9086,true,Says he forced Washington to open up the Arctic Ocean to oil drilling.,"energy,environment",mark-begich,Senator,Alaska,democrat,2,1,a TV ad
5267,false,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,"economy,education,jobs",nathan-deal,,,republican,11,14,his State of the State address
7172,false,"Wisconsin has created just under 100,000 jobs since he took office.","job-accomplishments,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,40,78,a speech
4265,false,Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote,elections,state-democratic-party-wisconsin,,Wisconsin,democrat,2,19,a television interview
1819,false,"In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers expense, holding press conferences, delivering $2,325,000 in checks.","elections,ethics,job-accomplishments,state-budget",bill-white,Former mayor of Houston,Texas,democrat,7,8,a Facebook post
8193,false,I am every year the No.1 pick of all of the law enforcement agencies within Texas.,"candidates-biography,crime,criminal-justice",david-dewhurst,Lieutenant governor,Texas,republican,5,21,"a telephone call to the Allen, Texas, police department."
4616,false,Says Texas Senate hopeful Donna Campbell doesnt live in the district shes hoping to win in 2012.,candidates-biography,burnt-orange-report,,,democrat,0,1,a blog post.
4746,true,"Every day in the United States, we are losing 15 factories.","economy,jobs,taxes",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat,2,3,a speech in the House of Representatives
11189,true,African-American children are 500 percent more likely to die from asthma than white kids.,"children,diversity,health-care,public-health",hillary-clinton,Presidential candidate,New York,democrat,76,76,"a speech to the National Urban League in Fort Lauderdale, Fla."
8720,false,"Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker.","crime,legal-issues,pundits,unions,women",our-daughters-ri,,Rhode Island,organization,0,1,an online petition
5333,false,"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.",jobs,barbara-buono,State Senator,New Jersey,democrat,4,5,a column
2584,false,"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.","crime,message-machine,state-budget",loranne-ausley,,Florida,democrat,0,1,a TV ad.
3448,true,"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",transportation,sam-adams,Mayor of Portland,Oregon,democrat,2,5,a video online
13232,false,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, shes seen laughing on two separate occasions, laughing at the girl who was raped.","candidates-biography,corrections-and-updates,criminal-justice,women",donald-trump,President-Elect,New York,republican,37,238,the second 2016 presidential debate
11112,true,Says Donald Trump has supported a Canadian-style universal health care system.,elections,erick-erickson,,,republican,0,3,a column on Redstate.com
8778,true,"For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.","economy,energy,trade",barack-obama,President,Illinois,democrat,163,150,a speech at North Carolina State University
11610,true,@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.,"public-safety,unions",paul-doughty,"President, International Association of Firefighters Local 799",Rhode Island,labor-leader,1,0,a tweet
6566,false,Says Chris Christie was the first governor in America to endorse Mitt Romney.,"candidates-biography,elections",chris-christie,Governor of New Jersey,New Jersey,republican,19,35,"an interview on ""CBS This Morning"""
5754,false,"The non-partisan Congressional Budget Office concluded ObamaCare will cost the U.S. more than 800,000 jobs.","health-care,job-accomplishments,jobs",roger-williams,Businessman,Texas,republican,0,6,a campaign mailer.
26,true,"""The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.""",federal-budget,john-mccain,U.S. senator,Arizona,republican,37,78,Oklahoma City.
1930,false,"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.","corporations,financial-regulation,market-regulation,abc-news-week,transportation",rahm-emanuel,Mayor of Chicago,Illinois,democrat,2,2,"an interview on ""This Week."""
5707,true,"Under President Obama, domestic oil production is at an eight-year high.",energy,barack-obama,President,Illinois,democrat,163,150,a TV ad.
3317,true,"Under former President George W. Bushs administration while the population in that period grew by 10 percent, the number of jobs in the nation grew by 1 percent.","bush-administration,economy,jobs,labor",tim-kaine,U.S. Senator,Virginia,democrat,15,11,a speech at the Jefferson-Jackson dinner.
10994,true,"We have at least 200,000 to 300,000 hate crimes in a given year.","crime,criminal-justice,diversity",cornell-william-brooks,,,democrat,1,0,comments on Face the Nation
9477,false,The Senate proposal to restore emergency unemployment benefits for five months was fully paid for.,"congress,congressional-rules,debt,deficit,economy,federal-budget,income,jobs,labor,taxes,workers",jack-reed,U.S. Senator,Rhode Island,democrat,1,1,Senate floor speeches and during a news conference
8430,false,The goal of Common Core is to instill federally determined attitudes and mindsets in students including political and religious beliefs.,"education,religion",florida-stop-common-core-coalition,,Florida,none,0,1,a report linked to on a website
12053,false,GDP was zero essentially for the last two quarters.,economy,donald-trump,President-Elect,New York,republican,37,238,the Miami GOP debate.
9297,false,Idaho Republican Rep. Mike Simpson is a liberal who voted with Nancy Pelosi to fund sex study programs of San Francisco prostitutes and to regulate the sale of firearms.,"congress,guns,campaign-advertising,science,sexuality",madison-action-fund,,,republican,0,1,a campaign ad in Idaho
5744,true,Georgia is one of three states that effectively have no regulations whatsoever on lobbyists giving to legislators.,ethics,joshua-mckoon,,Georgia,republican,0,1,a press conference
3229,true,"Since Sept. 11, 2001, 270,000 Americans were killed by gunfire at home.","guns,pundits",doonesbury,,,none,4,0,a comic strip
9133,false,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,"bipartisanship,campaign-finance,candidates-biography",kesha-rogers,,Texas,democrat,0,1,an interview
4640,false,"Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.",health-care,michele-bachmann,Congresswoman,Minnesota,republican,4,46,a Republican presidential debate in Las Vegas
8326,false,"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.","families,health-care",ted-cruz,Senator,Texas,republican,19,77,a Senate floor speech
2332,false,Milwaukee Mayor Tom Barrett has held the line on property taxes.,"job-accomplishments,taxes",barack-obama,President,Illinois,democrat,163,150,a speech at a campaign fund-raiser for Tom Barrett's gubernatorial campaign
10214,false,110 people a day move to Austin.,"city-budget,city-government,population",lynda-rife,Consultant,Texas,democrat,0,1,as quoted in a news story
13012,false,"Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay.","candidates-biography,education,state-budget,states",roy-cooper,Attorney General,North Carolina,democrat,1,1,posts on social media
7932,false,"There are over 2,000 crimes recorded per 100,000 population in the U.K., compared to 466 violent crimes per 100,000 in the United States.","crime,foreign-policy,guns",blog-posting,,,none,5,70,a meme on social media
3970,true,Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.,"housing,tourism,trade",rick-scott,Governor,Florida,republican,34,58,a Tallahassee press conference
367,false,"Obama ""suggested bombing Pakistan.""",foreign-policy,john-mccain,U.S. senator,Arizona,republican,37,78,"a media availability in Columbus, Ohio."
7284,true,"Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.","civil-rights,crime,guns",jackie-speier,Congressional representative for California's 14th District,California,democrat,1,0,an MSNBC interview
403,false,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.,taxes,chain-email,,,none,5,159,a chain e-mail
3951,false,Milwaukees police chief can fire officers for basically no cause.,"city-government,state-budget",robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,5,4,a statement at a committee meeting
687,false,"Obama is the Senate's ""most liberal.""",candidates-biography,john-mccain,U.S. senator,Arizona,republican,37,78,a TV ad
11527,false,On support for the Export-Import Bank,trade,glenn-grothman,"State Senator, 20th District",Wisconsin,republican,1,6,
5587,false,Make no mistake -- Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China.,"job-accomplishments,trade",josh-mandel,Ohio treasurer,Ohio,republican,5,15,a news release
6676,false,"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",elections,gilberto-hinojosa,"Chairman, Texas Democratic Party",Texas,democrat,2,5,a comment while attending the Democratic National Convention.
3736,false,Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.,"labor,state-budget,state-finances",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3,8,a speech at a state Democratic Party dinner
